"Time (UTCG)","Power (W)","Solar Intensity"
28 Sep 2019 07:13:13.000,0.000,0.000000
28 Sep 2019 07:13:14.000,0.000,0.000000
28 Sep 2019 07:13:15.000,0.000,0.000000
28 Sep 2019 07:13:16.000,0.000,0.000000
28 Sep 2019 07:13:17.000,0.000,0.000000
28 Sep 2019 07:13:18.000,0.000,0.000000
28 Sep 2019 07:13:19.000,0.000,0.000000
28 Sep 2019 07:13:20.000,0.000,0.000000
28 Sep 2019 07:13:21.000,0.000,0.000000
28 Sep 2019 07:13:22.000,0.000,0.000000
28 Sep 2019 07:13:23.000,0.000,0.000000
28 Sep 2019 07:13:24.000,0.000,0.000000
28 Sep 2019 07:13:25.000,0.000,0.000000
28 Sep 2019 07:13:26.000,0.000,0.000000
28 Sep 2019 07:13:27.000,0.000,0.000000
28 Sep 2019 07:13:28.000,0.000,0.000000
28 Sep 2019 07:13:29.000,0.000,0.000000
28 Sep 2019 07:13:30.000,0.000,0.000000
28 Sep 2019 07:13:31.000,0.000,0.000000
28 Sep 2019 07:13:32.000,0.000,0.000000
28 Sep 2019 07:13:33.000,0.000,0.000000
28 Sep 2019 07:13:34.000,0.000,0.000000
28 Sep 2019 07:13:35.000,0.000,0.000000
28 Sep 2019 07:13:36.000,0.000,0.000000
28 Sep 2019 07:13:37.000,0.000,0.000000
28 Sep 2019 07:13:38.000,0.000,0.000000
28 Sep 2019 07:13:39.000,0.000,0.000000
28 Sep 2019 07:13:40.000,0.000,0.000000
28 Sep 2019 07:13:41.000,0.000,0.000000
28 Sep 2019 07:13:42.000,0.000,0.000000
28 Sep 2019 07:13:43.000,0.000,0.000000
28 Sep 2019 07:13:44.000,0.000,0.000000
28 Sep 2019 07:13:45.000,0.000,0.000000
28 Sep 2019 07:13:46.000,0.000,0.000000
28 Sep 2019 07:13:47.000,0.000,0.000000
28 Sep 2019 07:13:48.000,0.000,0.000000
28 Sep 2019 07:13:49.000,0.000,0.000000
28 Sep 2019 07:13:50.000,0.000,0.000000
28 Sep 2019 07:13:51.000,0.000,0.000000
28 Sep 2019 07:13:52.000,0.000,0.000000
28 Sep 2019 07:13:53.000,0.000,0.000000
28 Sep 2019 07:13:54.000,0.000,0.000000
28 Sep 2019 07:13:55.000,0.000,0.000000
28 Sep 2019 07:13:56.000,0.000,0.000000
28 Sep 2019 07:13:57.000,0.000,0.000000
28 Sep 2019 07:13:58.000,0.000,0.000000
28 Sep 2019 07:13:59.000,0.000,0.000000
28 Sep 2019 07:14:00.000,0.000,0.000000
28 Sep 2019 07:14:01.000,0.000,0.000000
28 Sep 2019 07:14:02.000,0.000,0.000000
28 Sep 2019 07:14:03.000,0.000,0.000000
28 Sep 2019 07:14:04.000,0.000,0.000000
28 Sep 2019 07:14:05.000,0.000,0.000000
28 Sep 2019 07:14:06.000,0.000,0.000000
28 Sep 2019 07:14:07.000,0.000,0.000000
28 Sep 2019 07:14:08.000,0.000,0.000000
28 Sep 2019 07:14:09.000,0.000,0.000000
28 Sep 2019 07:14:10.000,0.000,0.000000
28 Sep 2019 07:14:11.000,0.000,0.000000
28 Sep 2019 07:14:12.000,0.000,0.000000
28 Sep 2019 07:14:13.000,0.000,0.000000
28 Sep 2019 07:14:14.000,0.000,0.000000
28 Sep 2019 07:14:15.000,0.000,0.000000
28 Sep 2019 07:14:16.000,0.000,0.000000
28 Sep 2019 07:14:17.000,0.000,0.000000
28 Sep 2019 07:14:18.000,0.000,0.000000
28 Sep 2019 07:14:19.000,0.000,0.000000
28 Sep 2019 07:14:20.000,0.000,0.000000
28 Sep 2019 07:14:21.000,0.000,0.000000
28 Sep 2019 07:14:22.000,0.000,0.000000
28 Sep 2019 07:14:23.000,0.000,0.000000
28 Sep 2019 07:14:24.000,0.000,0.000000
28 Sep 2019 07:14:25.000,0.000,0.000000
28 Sep 2019 07:14:26.000,0.000,0.000000
28 Sep 2019 07:14:27.000,0.000,0.000000
28 Sep 2019 07:14:28.000,0.000,0.000000
28 Sep 2019 07:14:29.000,0.000,0.000000
28 Sep 2019 07:14:30.000,0.000,0.000000
28 Sep 2019 07:14:31.000,0.000,0.000000
28 Sep 2019 07:14:32.000,0.000,0.000000
28 Sep 2019 07:14:33.000,0.000,0.000000
28 Sep 2019 07:14:34.000,0.000,0.000000
28 Sep 2019 07:14:35.000,0.000,0.000000
28 Sep 2019 07:14:36.000,0.000,0.000000
28 Sep 2019 07:14:37.000,0.000,0.000000
28 Sep 2019 07:14:38.000,0.000,0.000000
28 Sep 2019 07:14:39.000,0.000,0.000000
28 Sep 2019 07:14:40.000,0.000,0.000000
28 Sep 2019 07:14:41.000,0.000,0.000000
28 Sep 2019 07:14:42.000,0.000,0.000000
28 Sep 2019 07:14:43.000,0.000,0.000000
28 Sep 2019 07:14:44.000,0.000,0.000000
28 Sep 2019 07:14:45.000,0.000,0.000000
28 Sep 2019 07:14:46.000,0.000,0.000000
28 Sep 2019 07:14:47.000,0.000,0.000000
28 Sep 2019 07:14:48.000,0.000,0.000000
28 Sep 2019 07:14:49.000,0.000,0.000000
28 Sep 2019 07:14:50.000,0.000,0.000000
28 Sep 2019 07:14:51.000,0.000,0.000000
28 Sep 2019 07:14:52.000,0.000,0.000000
28 Sep 2019 07:14:53.000,0.000,0.000000
28 Sep 2019 07:14:54.000,0.000,0.000000
28 Sep 2019 07:14:55.000,0.000,0.000000
28 Sep 2019 07:14:56.000,0.000,0.000000
28 Sep 2019 07:14:57.000,0.000,0.000000
28 Sep 2019 07:14:58.000,0.000,0.000000
28 Sep 2019 07:14:59.000,0.000,0.000000
28 Sep 2019 07:15:00.000,0.000,0.000000
28 Sep 2019 07:15:01.000,0.000,0.000000
28 Sep 2019 07:15:02.000,0.000,0.000000
28 Sep 2019 07:15:03.000,0.000,0.000000
28 Sep 2019 07:15:04.000,0.000,0.000000
28 Sep 2019 07:15:05.000,0.000,0.000000
28 Sep 2019 07:15:06.000,0.000,0.000000
28 Sep 2019 07:15:07.000,0.000,0.000000
28 Sep 2019 07:15:08.000,0.000,0.000000
28 Sep 2019 07:15:09.000,0.000,0.000000
28 Sep 2019 07:15:10.000,0.000,0.000000
28 Sep 2019 07:15:11.000,0.000,0.000000
28 Sep 2019 07:15:12.000,0.000,0.000000
28 Sep 2019 07:15:13.000,0.000,0.000000
28 Sep 2019 07:15:14.000,0.000,0.000000
28 Sep 2019 07:15:15.000,0.000,0.000000
28 Sep 2019 07:15:16.000,0.000,0.000000
28 Sep 2019 07:15:17.000,0.000,0.000000
28 Sep 2019 07:15:18.000,0.000,0.000000
28 Sep 2019 07:15:19.000,0.000,0.000000
28 Sep 2019 07:15:20.000,0.000,0.000000
28 Sep 2019 07:15:21.000,0.000,0.000000
28 Sep 2019 07:15:22.000,0.000,0.000000
28 Sep 2019 07:15:23.000,0.000,0.000000
28 Sep 2019 07:15:24.000,0.000,0.000000
28 Sep 2019 07:15:25.000,0.000,0.000000
28 Sep 2019 07:15:26.000,0.000,0.000000
28 Sep 2019 07:15:27.000,0.000,0.000000
28 Sep 2019 07:15:28.000,0.000,0.000000
28 Sep 2019 07:15:29.000,0.000,0.000000
28 Sep 2019 07:15:30.000,0.000,0.000000
28 Sep 2019 07:15:31.000,0.000,0.000000
28 Sep 2019 07:15:32.000,0.000,0.000000
28 Sep 2019 07:15:33.000,0.000,0.000000
28 Sep 2019 07:15:34.000,0.000,0.000000
28 Sep 2019 07:15:35.000,0.000,0.000000
28 Sep 2019 07:15:36.000,0.000,0.000000
28 Sep 2019 07:15:37.000,0.000,0.000000
28 Sep 2019 07:15:38.000,0.000,0.000000
28 Sep 2019 07:15:39.000,0.000,0.000000
28 Sep 2019 07:15:40.000,0.000,0.000000
28 Sep 2019 07:15:41.000,0.000,0.000000
28 Sep 2019 07:15:42.000,0.000,0.000000
28 Sep 2019 07:15:43.000,0.000,0.000000
28 Sep 2019 07:15:44.000,0.000,0.000000
28 Sep 2019 07:15:45.000,0.000,0.000000
28 Sep 2019 07:15:46.000,0.000,0.000000
28 Sep 2019 07:15:47.000,0.000,0.000000
28 Sep 2019 07:15:48.000,0.000,0.000000
28 Sep 2019 07:15:49.000,0.000,0.000000
28 Sep 2019 07:15:50.000,0.000,0.000000
28 Sep 2019 07:15:51.000,0.000,0.000000
28 Sep 2019 07:15:52.000,0.000,0.000000
28 Sep 2019 07:15:53.000,0.000,0.000000
28 Sep 2019 07:15:54.000,0.000,0.000000
28 Sep 2019 07:15:55.000,0.000,0.000000
28 Sep 2019 07:15:56.000,0.000,0.000000
28 Sep 2019 07:15:57.000,0.000,0.000000
28 Sep 2019 07:15:58.000,0.000,0.000000
28 Sep 2019 07:15:59.000,0.000,0.000000
28 Sep 2019 07:16:00.000,0.000,0.000000
28 Sep 2019 07:16:01.000,0.000,0.000000
28 Sep 2019 07:16:02.000,0.000,0.000000
28 Sep 2019 07:16:03.000,0.000,0.000000
28 Sep 2019 07:16:04.000,0.000,0.000000
28 Sep 2019 07:16:05.000,0.000,0.000000
28 Sep 2019 07:16:06.000,0.000,0.000000
28 Sep 2019 07:16:07.000,0.000,0.000000
28 Sep 2019 07:16:08.000,0.000,0.000000
28 Sep 2019 07:16:09.000,0.000,0.000000
28 Sep 2019 07:16:10.000,0.000,0.000000
28 Sep 2019 07:16:11.000,0.000,0.000000
28 Sep 2019 07:16:12.000,0.000,0.000000
28 Sep 2019 07:16:13.000,0.000,0.000000
28 Sep 2019 07:16:14.000,0.000,0.000000
28 Sep 2019 07:16:15.000,0.000,0.000000
28 Sep 2019 07:16:16.000,0.000,0.000000
28 Sep 2019 07:16:17.000,0.000,0.000000
28 Sep 2019 07:16:18.000,0.000,0.000000
28 Sep 2019 07:16:19.000,0.000,0.000000
28 Sep 2019 07:16:20.000,0.000,0.000000
28 Sep 2019 07:16:21.000,0.000,0.000000
28 Sep 2019 07:16:22.000,0.000,0.000000
28 Sep 2019 07:16:23.000,0.000,0.000000
28 Sep 2019 07:16:24.000,0.000,0.000000
28 Sep 2019 07:16:25.000,0.000,0.000000
28 Sep 2019 07:16:26.000,0.000,0.000000
28 Sep 2019 07:16:27.000,0.000,0.000000
28 Sep 2019 07:16:28.000,0.000,0.000000
28 Sep 2019 07:16:29.000,0.000,0.000000
28 Sep 2019 07:16:30.000,0.000,0.000000
28 Sep 2019 07:16:31.000,0.000,0.000000
28 Sep 2019 07:16:32.000,0.000,0.000000
28 Sep 2019 07:16:33.000,0.000,0.000000
28 Sep 2019 07:16:34.000,0.000,0.000000
28 Sep 2019 07:16:35.000,0.000,0.018500
28 Sep 2019 07:16:36.000,0.000,0.107948
28 Sep 2019 07:16:37.000,0.000,0.229503
28 Sep 2019 07:16:38.000,0.000,0.367926
28 Sep 2019 07:16:39.000,0.000,0.513637
28 Sep 2019 07:16:40.000,0.000,0.658567
28 Sep 2019 07:16:41.000,0.000,0.794531
28 Sep 2019 07:16:42.000,0.000,0.911445
28 Sep 2019 07:16:43.000,0.000,0.991759
28 Sep 2019 07:16:44.000,0.000,1.000000
28 Sep 2019 07:16:45.000,0.000,1.000000
28 Sep 2019 07:16:46.000,0.000,1.000000
28 Sep 2019 07:16:47.000,0.000,1.000000
28 Sep 2019 07:16:48.000,0.000,1.000000
28 Sep 2019 07:16:49.000,0.000,1.000000
28 Sep 2019 07:16:50.000,0.000,1.000000
28 Sep 2019 07:16:51.000,0.000,1.000000
28 Sep 2019 07:16:52.000,0.000,1.000000
28 Sep 2019 07:16:53.000,0.000,1.000000
28 Sep 2019 07:16:54.000,0.000,1.000000
28 Sep 2019 07:16:55.000,0.000,1.000000
28 Sep 2019 07:16:56.000,0.000,1.000000
28 Sep 2019 07:16:57.000,0.000,1.000000
28 Sep 2019 07:16:58.000,0.000,1.000000
28 Sep 2019 07:16:59.000,0.000,1.000000
28 Sep 2019 07:17:00.000,0.000,1.000000
28 Sep 2019 07:17:01.000,0.000,1.000000
28 Sep 2019 07:17:02.000,0.000,1.000000
28 Sep 2019 07:17:03.000,0.000,1.000000
28 Sep 2019 07:17:04.000,0.000,1.000000
28 Sep 2019 07:17:05.000,0.000,1.000000
28 Sep 2019 07:17:06.000,0.000,1.000000
28 Sep 2019 07:17:07.000,0.000,1.000000
28 Sep 2019 07:17:08.000,0.000,1.000000
28 Sep 2019 07:17:09.000,0.000,1.000000
28 Sep 2019 07:17:10.000,0.000,1.000000
28 Sep 2019 07:17:11.000,0.000,1.000000
28 Sep 2019 07:17:12.000,0.000,1.000000
28 Sep 2019 07:17:13.000,0.000,1.000000
28 Sep 2019 07:17:14.000,0.000,1.000000
28 Sep 2019 07:17:15.000,0.000,1.000000
28 Sep 2019 07:17:16.000,0.000,1.000000
28 Sep 2019 07:17:17.000,0.000,1.000000
28 Sep 2019 07:17:18.000,0.000,1.000000
28 Sep 2019 07:17:19.000,0.000,1.000000
28 Sep 2019 07:17:20.000,0.000,1.000000
28 Sep 2019 07:17:21.000,0.000,1.000000
28 Sep 2019 07:17:22.000,0.000,1.000000
28 Sep 2019 07:17:23.000,0.000,1.000000
28 Sep 2019 07:17:24.000,0.000,1.000000
28 Sep 2019 07:17:25.000,0.000,1.000000
28 Sep 2019 07:17:26.000,0.000,1.000000
28 Sep 2019 07:17:27.000,0.000,1.000000
28 Sep 2019 07:17:28.000,0.000,1.000000
28 Sep 2019 07:17:29.000,0.000,1.000000
28 Sep 2019 07:17:30.000,0.000,1.000000
28 Sep 2019 07:17:31.000,0.000,1.000000
28 Sep 2019 07:17:32.000,0.000,1.000000
28 Sep 2019 07:17:33.000,0.000,1.000000
28 Sep 2019 07:17:34.000,0.000,1.000000
28 Sep 2019 07:17:35.000,0.000,1.000000
28 Sep 2019 07:17:36.000,0.000,1.000000
28 Sep 2019 07:17:37.000,0.000,1.000000
28 Sep 2019 07:17:38.000,0.000,1.000000
28 Sep 2019 07:17:39.000,0.000,1.000000
28 Sep 2019 07:17:40.000,0.000,1.000000
28 Sep 2019 07:17:41.000,0.000,1.000000
28 Sep 2019 07:17:42.000,0.000,1.000000
28 Sep 2019 07:17:43.000,0.000,1.000000
28 Sep 2019 07:17:44.000,0.000,1.000000
28 Sep 2019 07:17:45.000,0.000,1.000000
28 Sep 2019 07:17:46.000,0.000,1.000000
28 Sep 2019 07:17:47.000,0.000,1.000000
28 Sep 2019 07:17:48.000,0.000,1.000000
28 Sep 2019 07:17:49.000,0.000,1.000000
28 Sep 2019 07:17:50.000,0.000,1.000000
28 Sep 2019 07:17:51.000,0.000,1.000000
28 Sep 2019 07:17:52.000,0.000,1.000000
28 Sep 2019 07:17:53.000,0.000,1.000000
28 Sep 2019 07:17:54.000,0.000,1.000000
28 Sep 2019 07:17:55.000,0.000,1.000000
28 Sep 2019 07:17:56.000,0.000,1.000000
28 Sep 2019 07:17:57.000,0.000,1.000000
28 Sep 2019 07:17:58.000,0.000,1.000000
28 Sep 2019 07:17:59.000,0.000,1.000000
28 Sep 2019 07:18:00.000,0.000,1.000000
28 Sep 2019 07:18:01.000,0.000,1.000000
28 Sep 2019 07:18:02.000,0.000,1.000000
28 Sep 2019 07:18:03.000,0.000,1.000000
28 Sep 2019 07:18:04.000,0.000,1.000000
28 Sep 2019 07:18:05.000,0.000,1.000000
28 Sep 2019 07:18:06.000,0.000,1.000000
28 Sep 2019 07:18:07.000,0.000,1.000000
28 Sep 2019 07:18:08.000,0.000,1.000000
28 Sep 2019 07:18:09.000,0.000,1.000000
28 Sep 2019 07:18:10.000,0.000,1.000000
28 Sep 2019 07:18:11.000,0.000,1.000000
28 Sep 2019 07:18:12.000,0.000,1.000000
28 Sep 2019 07:18:13.000,0.000,1.000000
28 Sep 2019 07:18:14.000,0.000,1.000000
28 Sep 2019 07:18:15.000,0.000,1.000000
28 Sep 2019 07:18:16.000,0.000,1.000000
28 Sep 2019 07:18:17.000,0.000,1.000000
28 Sep 2019 07:18:18.000,0.000,1.000000
28 Sep 2019 07:18:19.000,0.000,1.000000
28 Sep 2019 07:18:20.000,0.000,1.000000
28 Sep 2019 07:18:21.000,0.000,1.000000
28 Sep 2019 07:18:22.000,0.000,1.000000
28 Sep 2019 07:18:23.000,0.000,1.000000
28 Sep 2019 07:18:24.000,0.000,1.000000
28 Sep 2019 07:18:25.000,0.000,1.000000
28 Sep 2019 07:18:26.000,0.000,1.000000
28 Sep 2019 07:18:27.000,0.000,1.000000
28 Sep 2019 07:18:28.000,0.000,1.000000
28 Sep 2019 07:18:29.000,0.000,1.000000
28 Sep 2019 07:18:30.000,0.000,1.000000
28 Sep 2019 07:18:31.000,0.000,1.000000
28 Sep 2019 07:18:32.000,0.000,1.000000
28 Sep 2019 07:18:33.000,0.000,1.000000
28 Sep 2019 07:18:34.000,0.000,1.000000
28 Sep 2019 07:18:35.000,0.000,1.000000
28 Sep 2019 07:18:36.000,0.000,1.000000
28 Sep 2019 07:18:37.000,0.000,1.000000
28 Sep 2019 07:18:38.000,0.000,1.000000
28 Sep 2019 07:18:39.000,0.000,1.000000
28 Sep 2019 07:18:40.000,0.000,1.000000
28 Sep 2019 07:18:41.000,0.000,1.000000
28 Sep 2019 07:18:42.000,0.000,1.000000
28 Sep 2019 07:18:43.000,0.000,1.000000
28 Sep 2019 07:18:44.000,0.000,1.000000
28 Sep 2019 07:18:45.000,0.000,1.000000
28 Sep 2019 07:18:46.000,0.000,1.000000
28 Sep 2019 07:18:47.000,0.000,1.000000
28 Sep 2019 07:18:48.000,0.000,1.000000
28 Sep 2019 07:18:49.000,0.000,1.000000
28 Sep 2019 07:18:50.000,0.000,1.000000
28 Sep 2019 07:18:51.000,0.000,1.000000
28 Sep 2019 07:18:52.000,0.000,1.000000
28 Sep 2019 07:18:53.000,0.000,1.000000
28 Sep 2019 07:18:54.000,0.000,1.000000
28 Sep 2019 07:18:55.000,0.000,1.000000
28 Sep 2019 07:18:56.000,0.000,1.000000
28 Sep 2019 07:18:57.000,0.000,1.000000
28 Sep 2019 07:18:58.000,0.000,1.000000
28 Sep 2019 07:18:59.000,0.000,1.000000
28 Sep 2019 07:19:00.000,0.000,1.000000
28 Sep 2019 07:19:01.000,0.000,1.000000
28 Sep 2019 07:19:02.000,0.000,1.000000
28 Sep 2019 07:19:03.000,0.000,1.000000
28 Sep 2019 07:19:04.000,0.000,1.000000
28 Sep 2019 07:19:05.000,0.000,1.000000
28 Sep 2019 07:19:06.000,0.000,1.000000
28 Sep 2019 07:19:07.000,0.000,1.000000
28 Sep 2019 07:19:08.000,0.000,1.000000
28 Sep 2019 07:19:09.000,0.000,1.000000
28 Sep 2019 07:19:10.000,0.000,1.000000
28 Sep 2019 07:19:11.000,0.000,1.000000
28 Sep 2019 07:19:12.000,0.000,1.000000
28 Sep 2019 07:19:13.000,0.000,1.000000
28 Sep 2019 07:19:14.000,0.000,1.000000
28 Sep 2019 07:19:15.000,0.000,1.000000
28 Sep 2019 07:19:16.000,0.000,1.000000
28 Sep 2019 07:19:17.000,0.000,1.000000
28 Sep 2019 07:19:18.000,0.000,1.000000
28 Sep 2019 07:19:19.000,0.000,1.000000
28 Sep 2019 07:19:20.000,0.000,1.000000
28 Sep 2019 07:19:21.000,0.000,1.000000
28 Sep 2019 07:19:22.000,0.000,1.000000
28 Sep 2019 07:19:23.000,0.000,1.000000
28 Sep 2019 07:19:24.000,0.000,1.000000
28 Sep 2019 07:19:25.000,0.000,1.000000
28 Sep 2019 07:19:26.000,0.000,1.000000
28 Sep 2019 07:19:27.000,0.000,1.000000
28 Sep 2019 07:19:28.000,0.000,1.000000
28 Sep 2019 07:19:29.000,0.000,1.000000
28 Sep 2019 07:19:30.000,0.000,1.000000
28 Sep 2019 07:19:31.000,0.000,1.000000
28 Sep 2019 07:19:32.000,0.000,1.000000
28 Sep 2019 07:19:33.000,0.000,1.000000
28 Sep 2019 07:19:34.000,0.000,1.000000
28 Sep 2019 07:19:35.000,0.000,1.000000
28 Sep 2019 07:19:36.000,0.000,1.000000
28 Sep 2019 07:19:37.000,0.000,1.000000
28 Sep 2019 07:19:38.000,0.000,1.000000
28 Sep 2019 07:19:39.000,0.000,1.000000
28 Sep 2019 07:19:40.000,0.000,1.000000
28 Sep 2019 07:19:41.000,0.000,1.000000
28 Sep 2019 07:19:42.000,0.000,1.000000
28 Sep 2019 07:19:43.000,0.000,1.000000
28 Sep 2019 07:19:44.000,0.000,1.000000
28 Sep 2019 07:19:45.000,0.000,1.000000
28 Sep 2019 07:19:46.000,0.000,1.000000
28 Sep 2019 07:19:47.000,0.000,1.000000
28 Sep 2019 07:19:48.000,0.000,1.000000
28 Sep 2019 07:19:49.000,0.000,1.000000
28 Sep 2019 07:19:50.000,0.000,1.000000
28 Sep 2019 07:19:51.000,0.000,1.000000
28 Sep 2019 07:19:52.000,0.000,1.000000
28 Sep 2019 07:19:53.000,0.000,1.000000
28 Sep 2019 07:19:54.000,0.000,1.000000
28 Sep 2019 07:19:55.000,0.000,1.000000
28 Sep 2019 07:19:56.000,0.000,1.000000
28 Sep 2019 07:19:57.000,0.000,1.000000
28 Sep 2019 07:19:58.000,0.000,1.000000
28 Sep 2019 07:19:59.000,0.000,1.000000
28 Sep 2019 07:20:00.000,0.000,1.000000
28 Sep 2019 07:20:01.000,0.000,1.000000
28 Sep 2019 07:20:02.000,0.000,1.000000
28 Sep 2019 07:20:03.000,0.000,1.000000
28 Sep 2019 07:20:04.000,0.000,1.000000
28 Sep 2019 07:20:05.000,0.000,1.000000
28 Sep 2019 07:20:06.000,0.000,1.000000
28 Sep 2019 07:20:07.000,0.000,1.000000
28 Sep 2019 07:20:08.000,0.000,1.000000
28 Sep 2019 07:20:09.000,0.000,1.000000
28 Sep 2019 07:20:10.000,0.000,1.000000
28 Sep 2019 07:20:11.000,0.000,1.000000
28 Sep 2019 07:20:12.000,0.000,1.000000
28 Sep 2019 07:20:13.000,0.000,1.000000
28 Sep 2019 07:20:14.000,0.000,1.000000
28 Sep 2019 07:20:15.000,0.000,1.000000
28 Sep 2019 07:20:16.000,0.000,1.000000
28 Sep 2019 07:20:17.000,0.000,1.000000
28 Sep 2019 07:20:18.000,0.000,1.000000
28 Sep 2019 07:20:19.000,0.000,1.000000
28 Sep 2019 07:20:20.000,0.000,1.000000
28 Sep 2019 07:20:21.000,0.000,1.000000
28 Sep 2019 07:20:22.000,0.000,1.000000
28 Sep 2019 07:20:23.000,0.000,1.000000
28 Sep 2019 07:20:24.000,0.000,1.000000
28 Sep 2019 07:20:25.000,0.000,1.000000
28 Sep 2019 07:20:26.000,0.000,1.000000
28 Sep 2019 07:20:27.000,0.000,1.000000
28 Sep 2019 07:20:28.000,0.000,1.000000
28 Sep 2019 07:20:29.000,0.000,1.000000
28 Sep 2019 07:20:30.000,0.000,1.000000
28 Sep 2019 07:20:31.000,0.000,1.000000
28 Sep 2019 07:20:32.000,0.000,1.000000
28 Sep 2019 07:20:33.000,0.000,1.000000
28 Sep 2019 07:20:34.000,0.000,1.000000
28 Sep 2019 07:20:35.000,0.000,1.000000
28 Sep 2019 07:20:36.000,0.000,1.000000
28 Sep 2019 07:20:37.000,0.000,1.000000
28 Sep 2019 07:20:38.000,0.000,1.000000
28 Sep 2019 07:20:39.000,0.000,1.000000
28 Sep 2019 07:20:40.000,0.000,1.000000
28 Sep 2019 07:20:41.000,0.000,1.000000
28 Sep 2019 07:20:42.000,0.000,1.000000
28 Sep 2019 07:20:43.000,0.000,1.000000
28 Sep 2019 07:20:44.000,0.000,1.000000
28 Sep 2019 07:20:45.000,0.000,1.000000
28 Sep 2019 07:20:46.000,0.000,1.000000
28 Sep 2019 07:20:47.000,0.000,1.000000
28 Sep 2019 07:20:48.000,0.000,1.000000
28 Sep 2019 07:20:49.000,0.000,1.000000
28 Sep 2019 07:20:50.000,0.000,1.000000
28 Sep 2019 07:20:51.000,0.000,1.000000
28 Sep 2019 07:20:52.000,0.000,1.000000
28 Sep 2019 07:20:53.000,0.000,1.000000
28 Sep 2019 07:20:54.000,0.000,1.000000
28 Sep 2019 07:20:55.000,0.000,1.000000
28 Sep 2019 07:20:56.000,0.000,1.000000
28 Sep 2019 07:20:57.000,0.000,1.000000
28 Sep 2019 07:20:58.000,0.000,1.000000
28 Sep 2019 07:20:59.000,0.000,1.000000
28 Sep 2019 07:21:00.000,0.000,1.000000
28 Sep 2019 07:21:01.000,0.000,1.000000
28 Sep 2019 07:21:02.000,0.000,1.000000
28 Sep 2019 07:21:03.000,0.000,1.000000
28 Sep 2019 07:21:04.000,0.000,1.000000
28 Sep 2019 07:21:05.000,0.000,1.000000
28 Sep 2019 07:21:06.000,0.000,1.000000
28 Sep 2019 07:21:07.000,0.000,1.000000
28 Sep 2019 07:21:08.000,0.000,1.000000
28 Sep 2019 07:21:09.000,0.000,1.000000
28 Sep 2019 07:21:10.000,0.000,1.000000
28 Sep 2019 07:21:11.000,0.000,1.000000
28 Sep 2019 07:21:12.000,0.000,1.000000
28 Sep 2019 07:21:13.000,0.000,1.000000
28 Sep 2019 07:21:14.000,0.000,1.000000
28 Sep 2019 07:21:15.000,0.000,1.000000
28 Sep 2019 07:21:16.000,0.000,1.000000
28 Sep 2019 07:21:17.000,0.000,1.000000
28 Sep 2019 07:21:18.000,0.000,1.000000
28 Sep 2019 07:21:19.000,0.000,1.000000
28 Sep 2019 07:21:20.000,0.000,1.000000
28 Sep 2019 07:21:21.000,0.000,1.000000
28 Sep 2019 07:21:22.000,0.000,1.000000
28 Sep 2019 07:21:23.000,0.000,1.000000
28 Sep 2019 07:21:24.000,0.000,1.000000
28 Sep 2019 07:21:25.000,0.000,1.000000
28 Sep 2019 07:21:26.000,0.000,1.000000
28 Sep 2019 07:21:27.000,0.000,1.000000
28 Sep 2019 07:21:28.000,0.000,1.000000
28 Sep 2019 07:21:29.000,0.000,1.000000
28 Sep 2019 07:21:30.000,0.000,1.000000
28 Sep 2019 07:21:31.000,0.000,1.000000
28 Sep 2019 07:21:32.000,0.000,1.000000
28 Sep 2019 07:21:33.000,0.000,1.000000
28 Sep 2019 07:21:34.000,0.000,1.000000
28 Sep 2019 07:21:35.000,0.000,1.000000
28 Sep 2019 07:21:36.000,0.000,1.000000
28 Sep 2019 07:21:37.000,0.000,1.000000
28 Sep 2019 07:21:38.000,0.000,1.000000
28 Sep 2019 07:21:39.000,0.000,1.000000
28 Sep 2019 07:21:40.000,0.000,1.000000
28 Sep 2019 07:21:41.000,0.000,1.000000
28 Sep 2019 07:21:42.000,0.000,1.000000
28 Sep 2019 07:21:43.000,0.000,1.000000
28 Sep 2019 07:21:44.000,0.000,1.000000
28 Sep 2019 07:21:45.000,0.000,1.000000
28 Sep 2019 07:21:46.000,0.000,1.000000
28 Sep 2019 07:21:47.000,0.000,1.000000
28 Sep 2019 07:21:48.000,0.000,1.000000
28 Sep 2019 07:21:49.000,0.000,1.000000
28 Sep 2019 07:21:50.000,0.000,1.000000
28 Sep 2019 07:21:51.000,0.000,1.000000
28 Sep 2019 07:21:52.000,0.000,1.000000
28 Sep 2019 07:21:53.000,0.000,1.000000
28 Sep 2019 07:21:54.000,0.000,1.000000
28 Sep 2019 07:21:55.000,0.000,1.000000
28 Sep 2019 07:21:56.000,0.000,1.000000
28 Sep 2019 07:21:57.000,0.000,1.000000
28 Sep 2019 07:21:58.000,0.000,1.000000
28 Sep 2019 07:21:59.000,0.000,1.000000
28 Sep 2019 07:22:00.000,0.000,1.000000
28 Sep 2019 07:22:01.000,0.000,1.000000
28 Sep 2019 07:22:02.000,0.000,1.000000
28 Sep 2019 07:22:03.000,0.000,1.000000
28 Sep 2019 07:22:04.000,0.000,1.000000
28 Sep 2019 07:22:05.000,0.000,1.000000
28 Sep 2019 07:22:06.000,0.000,1.000000
28 Sep 2019 07:22:07.000,0.000,1.000000
28 Sep 2019 07:22:08.000,0.000,1.000000
28 Sep 2019 07:22:09.000,0.000,1.000000
